name,capacity,occupied,time
Shopping,1920,817,2016/12/18 16:03
Shopping,1920,726,2016/12/18 16:30
Shopping,1920,674,2016/12/19 8:03
Shopping,1920,825,2016/12/19 8:30
Shopping,1920,1011,2016/12/19 9:03
Shopping,1920,1100,2016/12/19 9:30
Shopping,1920,1192,2016/12/19 9:56
Shopping,1920,1257,2016/12/19 10:30
Shopping,1920,1317,2016/12/19 11:03
Shopping,1920,1371,2016/12/19 11:30
Shopping,1920,1424,2016/12/19 12:03
Shopping,1920,1475,2016/12/19 12:30
Shopping,1920,1510,2016/12/19 13:03
Shopping,1920,1510,2016/12/19 13:30
Shopping,1920,1521,2016/12/19 14:03
Shopping,1920,1517,2016/12/19 14:30
Shopping,1920,1487,2016/12/19 15:03
Shopping,1920,1432,2016/12/19 15:29
Shopping,1920,1321,2016/12/19 16:03
Shopping,1920,1180,2016/12/19 16:30
